file,method,metric,origin,detection_time,error,threshold
linear_linear1_ar4_abrupt_20.csv,Chronos-Bolt Base + error detector,mae,6472,6496,13.927886162407175,8.632374811914488
linear_linear1_ar4_abrupt_20.csv,Chronos-Bolt Base + error detector,mae,8128,8152,20.308228357450393,11.759319400030241
linear_linear1_ar4_abrupt_20.csv,Chronos-Bolt Base + error detector,mae,8368,8392,14.755471878068635,14.747623196472176
linear_linear1_ar4_abrupt_20.csv,Chronos-Bolt Base + error detector,mae,10552,10576,17.88707838853875,17.43040600422914
linear_linear1_ar4_abrupt_20.csv,Chronos-Bolt Base + error detector,mae,11440,11464,15.273405229926885,15.158173506451519
linear_linear1_ar4_gradual_01.csv,Chronos-Bolt Base + error detector,mae,1816,1840,7.095587900489559,5.774195457960326
linear_linear1_ar4_gradual_01.csv,Chronos-Bolt Base + error detector,mae,2848,2872,6.8101004678132036,5.93617996779718
linear_linear1_ar4_gradual_01.csv,Chronos-Bolt Base + error detector,mae,3184,3208,6.094352541282562,4.960037864310866
linear_linear1_ar4_gradual_01.csv,Chronos-Bolt Base + error detector,mae,3472,3496,7.267855586100026,5.98988322144535
linear_linear1_ar4_gradual_01.csv,Chronos-Bolt Base + error detector,mae,5752,5776,7.5232756018194555,7.451366358233467
linear_linear1_ar4_gradual_01.csv,Chronos-Bolt Base + error detector,mae,6184,6208,8.387972521594222,7.860351620295888
linear_linear1_ar4_gradual_01.csv,Chronos-Bolt Base + error detector,mae,6808,6832,18.47828855714916,16.759925442113854
linear_linear1_ar4_gradual_01.csv,Chronos-Bolt Base + error detector,mae,7168,7192,15.619306662063082,13.717192525917472
