file,method,true_drift,detected,delay,type
nonlinear_nonlinear2_star1_gradual_15.csv,FEDD+ELM,,5963.0,,FP
nonlinear_nonlinear2_star1_gradual_15.csv,FEDD+ELM,,6585.0,,FP
nonlinear_nonlinear2_star1_gradual_15.csv,FEDD+ELM,,6895.0,,FP
nonlinear_nonlinear2_star1_gradual_15.csv,FEDD+ELM,,7206.0,,FP
nonlinear_nonlinear2_star1_gradual_15.csv,FEDD+ELM,,7518.0,,FP
nonlinear_nonlinear2_star1_gradual_15.csv,FEDD+ELM,,7832.0,,FP
nonlinear_nonlinear2_star1_gradual_15.csv,FEDD+ELM,,8142.0,,FP
nonlinear_nonlinear2_star1_gradual_15.csv,FEDD+ELM,,8452.0,,FP
nonlinear_nonlinear2_star1_gradual_15.csv,FEDD+ELM,,8751.0,,FP
nonlinear_nonlinear2_star1_gradual_15.csv,FEDD+ELM,,9388.0,,FP
nonlinear_nonlinear2_star1_gradual_15.csv,FEDD+ELM,,9713.0,,FP
nonlinear_nonlinear2_star1_gradual_15.csv,FEDD+ELM,,10040.0,,FP
nonlinear_nonlinear2_star1_gradual_15.csv,FEDD+ELM,,10419.0,,FP
nonlinear_nonlinear2_star1_gradual_15.csv,FEDD+ELM,,10714.0,,FP
nonlinear_nonlinear2_star1_gradual_15.csv,FEDD+ELM,,11015.0,,FP
nonlinear_nonlinear2_star1_gradual_15.csv,FEDD+ELM,,11316.0,,FP
nonlinear_nonlinear2_star1_gradual_15.csv,FEDD+ELM,,11671.0,,FP
nonlinear_nonlinear2_star1_gradual_15.csv,FEDD+ELM,,11971.0,,FP
nonlinear_nonlinear2_star1_gradual_16.csv,FEDD+ELM,3000.0,3101.0,101.0,TP
nonlinear_nonlinear2_star1_gradual_16.csv,FEDD+ELM,6000.0,6295.0,295.0,TP
nonlinear_nonlinear2_star1_gradual_16.csv,FEDD+ELM,9000.0,9056.0,56.0,TP
nonlinear_nonlinear2_star1_gradual_16.csv,FEDD+ELM,,1245.0,,FP
nonlinear_nonlinear2_star1_gradual_16.csv,FEDD+ELM,,1555.0,,FP
nonlinear_nonlinear2_star1_gradual_16.csv,FEDD+ELM,,1854.0,,FP
nonlinear_nonlinear2_star1_gradual_16.csv,FEDD+ELM,,2165.0,,FP
nonlinear_nonlinear2_star1_gradual_16.csv,FEDD+ELM,,2478.0,,FP
nonlinear_nonlinear2_star1_gradual_16.csv,FEDD+ELM,,2790.0,,FP
nonlinear_nonlinear2_star1_gradual_16.csv,FEDD+ELM,,3407.0,,FP
nonlinear_nonlinear2_star1_gradual_16.csv,FEDD+ELM,,3725.0,,FP
nonlinear_nonlinear2_star1_gradual_16.csv,FEDD+ELM,,4058.0,,FP
nonlinear_nonlinear2_star1_gradual_16.csv,FEDD+ELM,,4370.0,,FP
nonlinear_nonlinear2_star1_gradual_16.csv,FEDD+ELM,,4688.0,,FP
nonlinear_nonlinear2_star1_gradual_16.csv,FEDD+ELM,,5011.0,,FP
nonlinear_nonlinear2_star1_gradual_16.csv,FEDD+ELM,,5321.0,,FP
nonlinear_nonlinear2_star1_gradual_16.csv,FEDD+ELM,,5620.0,,FP
nonlinear_nonlinear2_star1_gradual_16.csv,FEDD+ELM,,5932.0,,FP
nonlinear_nonlinear2_star1_gradual_16.csv,FEDD+ELM,,6608.0,,FP
nonlinear_nonlinear2_star1_gradual_16.csv,FEDD+ELM,,6907.0,,FP
nonlinear_nonlinear2_star1_gradual_16.csv,FEDD+ELM,,7208.0,,FP
nonlinear_nonlinear2_star1_gradual_16.csv,FEDD+ELM,,7525.0,,FP
nonlinear_nonlinear2_star1_gradual_16.csv,FEDD+ELM,,7832.0,,FP
nonlinear_nonlinear2_star1_gradual_16.csv,FEDD+ELM,,8139.0,,FP
nonlinear_nonlinear2_star1_gradual_16.csv,FEDD+ELM,,8451.0,,FP
nonlinear_nonlinear2_star1_gradual_16.csv,FEDD+ELM,,8758.0,,FP
nonlinear_nonlinear2_star1_gradual_16.csv,FEDD+ELM,,9367.0,,FP
nonlinear_nonlinear2_star1_gradual_16.csv,FEDD+ELM,,9684.0,,FP
nonlinear_nonlinear2_star1_gradual_16.csv,FEDD+ELM,,9996.0,,FP
nonlinear_nonlinear2_star1_gradual_16.csv,FEDD+ELM,,10313.0,,FP
nonlinear_nonlinear2_star1_gradual_16.csv,FEDD+ELM,,10647.0,,FP
nonlinear_nonlinear2_star1_gradual_16.csv,FEDD+ELM,,10972.0,,FP
nonlinear_nonlinear2_star1_gradual_16.csv,FEDD+ELM,,11289.0,,FP
nonlinear_nonlinear2_star1_gradual_16.csv,FEDD+ELM,,11606.0,,FP
nonlinear_nonlinear2_star1_gradual_16.csv,FEDD+ELM,,11928.0,,FP
nonlinear_nonlinear2_star1_gradual_17.csv,FEDD+ELM,3000.0,3094.0,94.0,TP
nonlinear_nonlinear2_star1_gradual_17.csv,FEDD+ELM,6000.0,6227.0,227.0,TP
nonlinear_nonlinear2_star1_gradual_17.csv,FEDD+ELM,9000.0,9031.0,31.0,TP
nonlinear_nonlinear2_star1_gradual_17.csv,FEDD+ELM,,1225.0,,FP
nonlinear_nonlinear2_star1_gradual_17.csv,FEDD+ELM,,1535.0,,FP
nonlinear_nonlinear2_star1_gradual_17.csv,FEDD+ELM,,1849.0,,FP
nonlinear_nonlinear2_star1_gradual_17.csv,FEDD+ELM,,2161.0,,FP
nonlinear_nonlinear2_star1_gradual_17.csv,FEDD+ELM,,2471.0,,FP
nonlinear_nonlinear2_star1_gradual_17.csv,FEDD+ELM,,2787.0,,FP
nonlinear_nonlinear2_star1_gradual_17.csv,FEDD+ELM,,3404.0,,FP
nonlinear_nonlinear2_star1_gradual_17.csv,FEDD+ELM,,3713.0,,FP
nonlinear_nonlinear2_star1_gradual_17.csv,FEDD+ELM,,4024.0,,FP
nonlinear_nonlinear2_star1_gradual_17.csv,FEDD+ELM,,4334.0,,FP
nonlinear_nonlinear2_star1_gradual_17.csv,FEDD+ELM,,4634.0,,FP
nonlinear_nonlinear2_star1_gradual_17.csv,FEDD+ELM,,4935.0,,FP
nonlinear_nonlinear2_star1_gradual_17.csv,FEDD+ELM,,5274.0,,FP
nonlinear_nonlinear2_star1_gradual_17.csv,FEDD+ELM,,5593.0,,FP
nonlinear_nonlinear2_star1_gradual_17.csv,FEDD+ELM,,5914.0,,FP
nonlinear_nonlinear2_star1_gradual_17.csv,FEDD+ELM,,6537.0,,FP
nonlinear_nonlinear2_star1_gradual_17.csv,FEDD+ELM,,6850.0,,FP
nonlinear_nonlinear2_star1_gradual_17.csv,FEDD+ELM,,7167.0,,FP
nonlinear_nonlinear2_star1_gradual_17.csv,FEDD+ELM,,7475.0,,FP
nonlinear_nonlinear2_star1_gradual_17.csv,FEDD+ELM,,7788.0,,FP
nonlinear_nonlinear2_star1_gradual_17.csv,FEDD+ELM,,8101.0,,FP
nonlinear_nonlinear2_star1_gradual_17.csv,FEDD+ELM,,8411.0,,FP
nonlinear_nonlinear2_star1_gradual_17.csv,FEDD+ELM,,8720.0,,FP
nonlinear_nonlinear2_star1_gradual_17.csv,FEDD+ELM,,9343.0,,FP
nonlinear_nonlinear2_star1_gradual_17.csv,FEDD+ELM,,9667.0,,FP
nonlinear_nonlinear2_star1_gradual_17.csv,FEDD+ELM,,9978.0,,FP
nonlinear_nonlinear2_star1_gradual_17.csv,FEDD+ELM,,10292.0,,FP
nonlinear_nonlinear2_star1_gradual_17.csv,FEDD+ELM,,11512.0,,FP
nonlinear_nonlinear2_star1_gradual_17.csv,FEDD+ELM,,11815.0,,FP
nonlinear_nonlinear2_star1_gradual_18.csv,FEDD+ELM,3000.0,3094.0,94.0,TP
nonlinear_nonlinear2_star1_gradual_18.csv,FEDD+ELM,6000.0,6260.0,260.0,TP
nonlinear_nonlinear2_star1_gradual_18.csv,FEDD+ELM,9000.0,9059.0,59.0,TP
nonlinear_nonlinear2_star1_gradual_18.csv,FEDD+ELM,,1252.0,,FP
nonlinear_nonlinear2_star1_gradual_18.csv,FEDD+ELM,,1553.0,,FP
nonlinear_nonlinear2_star1_gradual_18.csv,FEDD+ELM,,1853.0,,FP
nonlinear_nonlinear2_star1_gradual_18.csv,FEDD+ELM,,2164.0,,FP
nonlinear_nonlinear2_star1_gradual_18.csv,FEDD+ELM,,2484.0,,FP
nonlinear_nonlinear2_star1_gradual_18.csv,FEDD+ELM,,2785.0,,FP
nonlinear_nonlinear2_star1_gradual_18.csv,FEDD+ELM,,3403.0,,FP
nonlinear_nonlinear2_star1_gradual_18.csv,FEDD+ELM,,3718.0,,FP
nonlinear_nonlinear2_star1_gradual_18.csv,FEDD+ELM,,4021.0,,FP
nonlinear_nonlinear2_star1_gradual_18.csv,FEDD+ELM,,4320.0,,FP
nonlinear_nonlinear2_star1_gradual_18.csv,FEDD+ELM,,4621.0,,FP
nonlinear_nonlinear2_star1_gradual_18.csv,FEDD+ELM,,4963.0,,FP
nonlinear_nonlinear2_star1_gradual_18.csv,FEDD+ELM,,5263.0,,FP
nonlinear_nonlinear2_star1_gradual_18.csv,FEDD+ELM,,5574.0,,FP
nonlinear_nonlinear2_star1_gradual_18.csv,FEDD+ELM,,5950.0,,FP
nonlinear_nonlinear2_star1_gradual_18.csv,FEDD+ELM,,6569.0,,FP
nonlinear_nonlinear2_star1_gradual_18.csv,FEDD+ELM,,6887.0,,FP
nonlinear_nonlinear2_star1_gradual_18.csv,FEDD+ELM,,7207.0,,FP
nonlinear_nonlinear2_star1_gradual_18.csv,FEDD+ELM,,7525.0,,FP
nonlinear_nonlinear2_star1_gradual_18.csv,FEDD+ELM,,7826.0,,FP
nonlinear_nonlinear2_star1_gradual_18.csv,FEDD+ELM,,8138.0,,FP
nonlinear_nonlinear2_star1_gradual_18.csv,FEDD+ELM,,8448.0,,FP
nonlinear_nonlinear2_star1_gradual_18.csv,FEDD+ELM,,8748.0,,FP
nonlinear_nonlinear2_star1_gradual_18.csv,FEDD+ELM,,9369.0,,FP
nonlinear_nonlinear2_star1_gradual_18.csv,FEDD+ELM,,9669.0,,FP
nonlinear_nonlinear2_star1_gradual_18.csv,FEDD+ELM,,9997.0,,FP
nonlinear_nonlinear2_star1_gradual_18.csv,FEDD+ELM,,10313.0,,FP
nonlinear_nonlinear2_star1_gradual_18.csv,FEDD+ELM,,10632.0,,FP
nonlinear_nonlinear2_star1_gradual_18.csv,FEDD+ELM,,10944.0,,FP
nonlinear_nonlinear2_star1_gradual_18.csv,FEDD+ELM,,11258.0,,FP
nonlinear_nonlinear2_star1_gradual_18.csv,FEDD+ELM,,11573.0,,FP
nonlinear_nonlinear2_star1_gradual_18.csv,FEDD+ELM,,11866.0,,FP
nonlinear_nonlinear2_star1_gradual_19.csv,FEDD+ELM,3000.0,3089.0,89.0,TP
nonlinear_nonlinear2_star1_gradual_19.csv,FEDD+ELM,6000.0,6225.0,225.0,TP
nonlinear_nonlinear2_star1_gradual_19.csv,FEDD+ELM,9000.0,9017.0,17.0,TP
nonlinear_nonlinear2_star1_gradual_19.csv,FEDD+ELM,,1232.0,,FP
nonlinear_nonlinear2_star1_gradual_19.csv,FEDD+ELM,,1543.0,,FP
nonlinear_nonlinear2_star1_gradual_19.csv,FEDD+ELM,,1859.0,,FP
nonlinear_nonlinear2_star1_gradual_19.csv,FEDD+ELM,,2164.0,,FP
nonlinear_nonlinear2_star1_gradual_19.csv,FEDD+ELM,,2479.0,,FP
nonlinear_nonlinear2_star1_gradual_19.csv,FEDD+ELM,,2790.0,,FP
nonlinear_nonlinear2_star1_gradual_19.csv,FEDD+ELM,,3400.0,,FP
nonlinear_nonlinear2_star1_gradual_19.csv,FEDD+ELM,,3715.0,,FP
nonlinear_nonlinear2_star1_gradual_19.csv,FEDD+ELM,,4013.0,,FP
nonlinear_nonlinear2_star1_gradual_19.csv,FEDD+ELM,,4324.0,,FP
nonlinear_nonlinear2_star1_gradual_19.csv,FEDD+ELM,,4644.0,,FP
nonlinear_nonlinear2_star1_gradual_19.csv,FEDD+ELM,,4944.0,,FP
nonlinear_nonlinear2_star1_gradual_19.csv,FEDD+ELM,,5252.0,,FP
nonlinear_nonlinear2_star1_gradual_19.csv,FEDD+ELM,,5563.0,,FP
nonlinear_nonlinear2_star1_gradual_19.csv,FEDD+ELM,,5874.0,,FP
nonlinear_nonlinear2_star1_gradual_19.csv,FEDD+ELM,,6537.0,,FP
nonlinear_nonlinear2_star1_gradual_19.csv,FEDD+ELM,,6845.0,,FP
nonlinear_nonlinear2_star1_gradual_19.csv,FEDD+ELM,,7154.0,,FP
nonlinear_nonlinear2_star1_gradual_19.csv,FEDD+ELM,,7465.0,,FP
nonlinear_nonlinear2_star1_gradual_19.csv,FEDD+ELM,,7774.0,,FP
nonlinear_nonlinear2_star1_gradual_19.csv,FEDD+ELM,,8086.0,,FP
nonlinear_nonlinear2_star1_gradual_19.csv,FEDD+ELM,,8397.0,,FP
nonlinear_nonlinear2_star1_gradual_19.csv,FEDD+ELM,,8707.0,,FP
nonlinear_nonlinear2_star1_gradual_19.csv,FEDD+ELM,,9326.0,,FP
nonlinear_nonlinear2_star1_gradual_19.csv,FEDD+ELM,,9640.0,,FP
nonlinear_nonlinear2_star1_gradual_19.csv,FEDD+ELM,,10043.0,,FP
nonlinear_nonlinear2_star1_gradual_19.csv,FEDD+ELM,,10343.0,,FP
nonlinear_nonlinear2_star1_gradual_19.csv,FEDD+ELM,,10639.0,,FP
nonlinear_nonlinear2_star1_gradual_19.csv,FEDD+ELM,,10960.0,,FP
nonlinear_nonlinear2_star1_gradual_19.csv,FEDD+ELM,,11307.0,,FP
nonlinear_nonlinear2_star1_gradual_19.csv,FEDD+ELM,,11643.0,,FP
nonlinear_nonlinear2_star1_gradual_19.csv,FEDD+ELM,,11961.0,,FP
nonlinear_nonlinear2_star1_gradual_20.csv,FEDD+ELM,3000.0,3065.0,65.0,TP
nonlinear_nonlinear2_star1_gradual_20.csv,FEDD+ELM,6000.0,6214.0,214.0,TP
nonlinear_nonlinear2_star1_gradual_20.csv,FEDD+ELM,9000.0,9016.0,16.0,TP
nonlinear_nonlinear2_star1_gradual_20.csv,FEDD+ELM,,1232.0,,FP
nonlinear_nonlinear2_star1_gradual_20.csv,FEDD+ELM,,1532.0,,FP
nonlinear_nonlinear2_star1_gradual_20.csv,FEDD+ELM,,1833.0,,FP
nonlinear_nonlinear2_star1_gradual_20.csv,FEDD+ELM,,2134.0,,FP
nonlinear_nonlinear2_star1_gradual_20.csv,FEDD+ELM,,2445.0,,FP
nonlinear_nonlinear2_star1_gradual_20.csv,FEDD+ELM,,2755.0,,FP
nonlinear_nonlinear2_star1_gradual_20.csv,FEDD+ELM,,3373.0,,FP
nonlinear_nonlinear2_star1_gradual_20.csv,FEDD+ELM,,3673.0,,FP
nonlinear_nonlinear2_star1_gradual_20.csv,FEDD+ELM,,3989.0,,FP
nonlinear_nonlinear2_star1_gradual_20.csv,FEDD+ELM,,4314.0,,FP
nonlinear_nonlinear2_star1_gradual_20.csv,FEDD+ELM,,4618.0,,FP
nonlinear_nonlinear2_star1_gradual_20.csv,FEDD+ELM,,4934.0,,FP
nonlinear_nonlinear2_star1_gradual_20.csv,FEDD+ELM,,5258.0,,FP
nonlinear_nonlinear2_star1_gradual_20.csv,FEDD+ELM,,5579.0,,FP
nonlinear_nonlinear2_star1_gradual_20.csv,FEDD+ELM,,5901.0,,FP
nonlinear_nonlinear2_star1_gradual_20.csv,FEDD+ELM,,6511.0,,FP
nonlinear_nonlinear2_star1_gradual_20.csv,FEDD+ELM,,6823.0,,FP
nonlinear_nonlinear2_star1_gradual_20.csv,FEDD+ELM,,7133.0,,FP
nonlinear_nonlinear2_star1_gradual_20.csv,FEDD+ELM,,7431.0,,FP
nonlinear_nonlinear2_star1_gradual_20.csv,FEDD+ELM,,7742.0,,FP
nonlinear_nonlinear2_star1_gradual_20.csv,FEDD+ELM,,8076.0,,FP
nonlinear_nonlinear2_star1_gradual_20.csv,FEDD+ELM,,8392.0,,FP
nonlinear_nonlinear2_star1_gradual_20.csv,FEDD+ELM,,8704.0,,FP
nonlinear_nonlinear2_star1_gradual_20.csv,FEDD+ELM,,9311.0,,FP
nonlinear_nonlinear2_star1_gradual_20.csv,FEDD+ELM,,9637.0,,FP
nonlinear_nonlinear2_star1_gradual_20.csv,FEDD+ELM,,9959.0,,FP
nonlinear_nonlinear2_star1_gradual_20.csv,FEDD+ELM,,10255.0,,FP
nonlinear_nonlinear2_star1_gradual_20.csv,FEDD+ELM,,10566.0,,FP
nonlinear_nonlinear2_star1_gradual_20.csv,FEDD+ELM,,10877.0,,FP
nonlinear_nonlinear2_star1_gradual_20.csv,FEDD+ELM,,11197.0,,FP
nonlinear_nonlinear2_star1_gradual_20.csv,FEDD+ELM,,11513.0,,FP
nonlinear_nonlinear2_star1_gradual_20.csv,FEDD+ELM,,11813.0,,FP
nonlinear_nonlinear3_star2_abrupt_01.csv,FEDD+ELM,3000.0,3167.0,167.0,TP
nonlinear_nonlinear3_star2_abrupt_01.csv,FEDD+ELM,6000.0,6247.0,247.0,TP
nonlinear_nonlinear3_star2_abrupt_01.csv,FEDD+ELM,9000.0,9018.0,18.0,TP
nonlinear_nonlinear3_star2_abrupt_01.csv,FEDD+ELM,,1022.0,,FP
nonlinear_nonlinear3_star2_abrupt_01.csv,FEDD+ELM,,1386.0,,FP
nonlinear_nonlinear3_star2_abrupt_01.csv,FEDD+ELM,,1831.0,,FP
nonlinear_nonlinear3_star2_abrupt_01.csv,FEDD+ELM,,2151.0,,FP
nonlinear_nonlinear3_star2_abrupt_01.csv,FEDD+ELM,,2470.0,,FP
nonlinear_nonlinear3_star2_abrupt_01.csv,FEDD+ELM,,2827.0,,FP
nonlinear_nonlinear3_star2_abrupt_01.csv,FEDD+ELM,,3465.0,,FP
nonlinear_nonlinear3_star2_abrupt_01.csv,FEDD+ELM,,3775.0,,FP
nonlinear_nonlinear3_star2_abrupt_01.csv,FEDD+ELM,,4096.0,,FP
nonlinear_nonlinear3_star2_abrupt_01.csv,FEDD+ELM,,4397.0,,FP
nonlinear_nonlinear3_star2_abrupt_01.csv,FEDD+ELM,,4698.0,,FP
nonlinear_nonlinear3_star2_abrupt_01.csv,FEDD+ELM,,5009.0,,FP
nonlinear_nonlinear3_star2_abrupt_01.csv,FEDD+ELM,,5319.0,,FP
nonlinear_nonlinear3_star2_abrupt_01.csv,FEDD+ELM,,5627.0,,FP
nonlinear_nonlinear3_star2_abrupt_01.csv,FEDD+ELM,,5937.0,,FP
nonlinear_nonlinear3_star2_abrupt_01.csv,FEDD+ELM,,6556.0,,FP
nonlinear_nonlinear3_star2_abrupt_01.csv,FEDD+ELM,,6854.0,,FP
nonlinear_nonlinear3_star2_abrupt_01.csv,FEDD+ELM,,7171.0,,FP
nonlinear_nonlinear3_star2_abrupt_01.csv,FEDD+ELM,,7471.0,,FP
nonlinear_nonlinear3_star2_abrupt_01.csv,FEDD+ELM,,7782.0,,FP
nonlinear_nonlinear3_star2_abrupt_01.csv,FEDD+ELM,,8092.0,,FP
nonlinear_nonlinear3_star2_abrupt_01.csv,FEDD+ELM,,8392.0,,FP
nonlinear_nonlinear3_star2_abrupt_01.csv,FEDD+ELM,,8704.0,,FP
nonlinear_nonlinear3_star2_abrupt_01.csv,FEDD+ELM,,9316.0,,FP
nonlinear_nonlinear3_star2_abrupt_01.csv,FEDD+ELM,,9617.0,,FP
nonlinear_nonlinear3_star2_abrupt_01.csv,FEDD+ELM,,9934.0,,FP
nonlinear_nonlinear3_star2_abrupt_01.csv,FEDD+ELM,,10241.0,,FP
nonlinear_nonlinear3_star2_abrupt_01.csv,FEDD+ELM,,10561.0,,FP
nonlinear_nonlinear3_star2_abrupt_01.csv,FEDD+ELM,,10856.0,,FP
nonlinear_nonlinear3_star2_abrupt_01.csv,FEDD+ELM,,11157.0,,FP
nonlinear_nonlinear3_star2_abrupt_01.csv,FEDD+ELM,,11473.0,,FP
nonlinear_nonlinear3_star2_abrupt_01.csv,FEDD+ELM,,11780.0,,FP
nonlinear_nonlinear3_star2_abrupt_02.csv,FEDD+ELM,3000.0,3149.0,149.0,TP
nonlinear_nonlinear3_star2_abrupt_02.csv,FEDD+ELM,6000.0,6269.0,269.0,TP
nonlinear_nonlinear3_star2_abrupt_02.csv,FEDD+ELM,9000.0,9040.0,40.0,TP
nonlinear_nonlinear3_star2_abrupt_02.csv,FEDD+ELM,,1067.0,,FP
nonlinear_nonlinear3_star2_abrupt_02.csv,FEDD+ELM,,1406.0,,FP
nonlinear_nonlinear3_star2_abrupt_02.csv,FEDD+ELM,,1841.0,,FP
nonlinear_nonlinear3_star2_abrupt_02.csv,FEDD+ELM,,2177.0,,FP
nonlinear_nonlinear3_star2_abrupt_02.csv,FEDD+ELM,,2476.0,,FP
nonlinear_nonlinear3_star2_abrupt_02.csv,FEDD+ELM,,2826.0,,FP
nonlinear_nonlinear3_star2_abrupt_02.csv,FEDD+ELM,,3492.0,,FP
nonlinear_nonlinear3_star2_abrupt_02.csv,FEDD+ELM,,3807.0,,FP
nonlinear_nonlinear3_star2_abrupt_02.csv,FEDD+ELM,,4113.0,,FP
nonlinear_nonlinear3_star2_abrupt_02.csv,FEDD+ELM,,4412.0,,FP
nonlinear_nonlinear3_star2_abrupt_02.csv,FEDD+ELM,,4725.0,,FP
nonlinear_nonlinear3_star2_abrupt_02.csv,FEDD+ELM,,5034.0,,FP
nonlinear_nonlinear3_star2_abrupt_02.csv,FEDD+ELM,,5348.0,,FP
nonlinear_nonlinear3_star2_abrupt_02.csv,FEDD+ELM,,5661.0,,FP
nonlinear_nonlinear3_star2_abrupt_02.csv,FEDD+ELM,,5958.0,,FP
nonlinear_nonlinear3_star2_abrupt_02.csv,FEDD+ELM,,6579.0,,FP
nonlinear_nonlinear3_star2_abrupt_02.csv,FEDD+ELM,,6890.0,,FP
nonlinear_nonlinear3_star2_abrupt_02.csv,FEDD+ELM,,7197.0,,FP
nonlinear_nonlinear3_star2_abrupt_02.csv,FEDD+ELM,,7514.0,,FP
nonlinear_nonlinear3_star2_abrupt_02.csv,FEDD+ELM,,7808.0,,FP
nonlinear_nonlinear3_star2_abrupt_02.csv,FEDD+ELM,,8109.0,,FP
nonlinear_nonlinear3_star2_abrupt_02.csv,FEDD+ELM,,8421.0,,FP
nonlinear_nonlinear3_star2_abrupt_02.csv,FEDD+ELM,,8733.0,,FP
nonlinear_nonlinear3_star2_abrupt_02.csv,FEDD+ELM,,9350.0,,FP
nonlinear_nonlinear3_star2_abrupt_02.csv,FEDD+ELM,,9661.0,,FP
nonlinear_nonlinear3_star2_abrupt_02.csv,FEDD+ELM,,9970.0,,FP
nonlinear_nonlinear3_star2_abrupt_02.csv,FEDD+ELM,,10282.0,,FP
nonlinear_nonlinear3_star2_abrupt_02.csv,FEDD+ELM,,10583.0,,FP
nonlinear_nonlinear3_star2_abrupt_02.csv,FEDD+ELM,,10884.0,,FP
nonlinear_nonlinear3_star2_abrupt_02.csv,FEDD+ELM,,11199.0,,FP
nonlinear_nonlinear3_star2_abrupt_02.csv,FEDD+ELM,,11496.0,,FP
nonlinear_nonlinear3_star2_abrupt_02.csv,FEDD+ELM,,11851.0,,FP
nonlinear_nonlinear3_star2_abrupt_03.csv,FEDD+ELM,3000.0,3051.0,51.0,TP
nonlinear_nonlinear3_star2_abrupt_03.csv,FEDD+ELM,6000.0,6185.0,185.0,TP
nonlinear_nonlinear3_star2_abrupt_03.csv,FEDD+ELM,9000.0,9259.0,259.0,TP
nonlinear_nonlinear3_star2_abrupt_03.csv,FEDD+ELM,,1029.0,,FP
nonlinear_nonlinear3_star2_abrupt_03.csv,FEDD+ELM,,1392.0,,FP
nonlinear_nonlinear3_star2_abrupt_03.csv,FEDD+ELM,,1681.0,,FP
nonlinear_nonlinear3_star2_abrupt_03.csv,FEDD+ELM,,1996.0,,FP
nonlinear_nonlinear3_star2_abrupt_03.csv,FEDD+ELM,,2346.0,,FP
nonlinear_nonlinear3_star2_abrupt_03.csv,FEDD+ELM,,2751.0,,FP
nonlinear_nonlinear3_star2_abrupt_03.csv,FEDD+ELM,,3352.0,,FP
nonlinear_nonlinear3_star2_abrupt_03.csv,FEDD+ELM,,3653.0,,FP
nonlinear_nonlinear3_star2_abrupt_03.csv,FEDD+ELM,,3964.0,,FP
nonlinear_nonlinear3_star2_abrupt_03.csv,FEDD+ELM,,4304.0,,FP
nonlinear_nonlinear3_star2_abrupt_03.csv,FEDD+ELM,,4615.0,,FP
nonlinear_nonlinear3_star2_abrupt_03.csv,FEDD+ELM,,4951.0,,FP
nonlinear_nonlinear3_star2_abrupt_03.csv,FEDD+ELM,,5251.0,,FP
nonlinear_nonlinear3_star2_abrupt_03.csv,FEDD+ELM,,5564.0,,FP
nonlinear_nonlinear3_star2_abrupt_03.csv,FEDD+ELM,,5875.0,,FP
nonlinear_nonlinear3_star2_abrupt_03.csv,FEDD+ELM,,6496.0,,FP
nonlinear_nonlinear3_star2_abrupt_03.csv,FEDD+ELM,,6796.0,,FP
nonlinear_nonlinear3_star2_abrupt_03.csv,FEDD+ELM,,7116.0,,FP
nonlinear_nonlinear3_star2_abrupt_03.csv,FEDD+ELM,,7417.0,,FP
nonlinear_nonlinear3_star2_abrupt_03.csv,FEDD+ELM,,7717.0,,FP
nonlinear_nonlinear3_star2_abrupt_03.csv,FEDD+ELM,,8028.0,,FP
nonlinear_nonlinear3_star2_abrupt_03.csv,FEDD+ELM,,8327.0,,FP
nonlinear_nonlinear3_star2_abrupt_03.csv,FEDD+ELM,,8643.0,,FP
nonlinear_nonlinear3_star2_abrupt_03.csv,FEDD+ELM,,8958.0,,FP
nonlinear_nonlinear3_star2_abrupt_03.csv,FEDD+ELM,,9576.0,,FP
nonlinear_nonlinear3_star2_abrupt_03.csv,FEDD+ELM,,9879.0,,FP
nonlinear_nonlinear3_star2_abrupt_03.csv,FEDD+ELM,,10189.0,,FP
nonlinear_nonlinear3_star2_abrupt_03.csv,FEDD+ELM,,10500.0,,FP
nonlinear_nonlinear3_star2_abrupt_03.csv,FEDD+ELM,,10809.0,,FP
nonlinear_nonlinear3_star2_abrupt_03.csv,FEDD+ELM,,11117.0,,FP
nonlinear_nonlinear3_star2_abrupt_03.csv,FEDD+ELM,,11416.0,,FP
nonlinear_nonlinear3_star2_abrupt_03.csv,FEDD+ELM,,11717.0,,FP
nonlinear_nonlinear3_star2_abrupt_04.csv,FEDD+ELM,3000.0,3248.0,248.0,TP
nonlinear_nonlinear3_star2_abrupt_04.csv,FEDD+ELM,6000.0,6041.0,41.0,TP
nonlinear_nonlinear3_star2_abrupt_04.csv,FEDD+ELM,9000.0,9139.0,139.0,TP
nonlinear_nonlinear3_star2_abrupt_04.csv,FEDD+ELM,,1036.0,,FP
nonlinear_nonlinear3_star2_abrupt_04.csv,FEDD+ELM,,1372.0,,FP
nonlinear_nonlinear3_star2_abrupt_04.csv,FEDD+ELM,,1686.0,,FP
nonlinear_nonlinear3_star2_abrupt_04.csv,FEDD+ELM,,2262.0,,FP
nonlinear_nonlinear3_star2_abrupt_04.csv,FEDD+ELM,,2617.0,,FP
nonlinear_nonlinear3_star2_abrupt_04.csv,FEDD+ELM,,2947.0,,FP
nonlinear_nonlinear3_star2_abrupt_04.csv,FEDD+ELM,,3560.0,,FP
nonlinear_nonlinear3_star2_abrupt_04.csv,FEDD+ELM,,3860.0,,FP
nonlinear_nonlinear3_star2_abrupt_04.csv,FEDD+ELM,,4161.0,,FP
nonlinear_nonlinear3_star2_abrupt_04.csv,FEDD+ELM,,4472.0,,FP
nonlinear_nonlinear3_star2_abrupt_04.csv,FEDD+ELM,,4781.0,,FP
nonlinear_nonlinear3_star2_abrupt_04.csv,FEDD+ELM,,5081.0,,FP
